ID,label,review
5586,Positive,Allah panah day asay khoni janvar say ameen
5587,Positive,ALLAH Majboor o Bay Kas Ki Pukaar Sunta Un Ki Takleef Ko Dor Karta Aur Un Ko Apna Naib Banata Hai
5588,Negative,Afia sadiqe hum sharminda ha tera bachna Wala bagharat musharaf zinda ha
5589,Negative,kuttay coca cola pila dy
5590,Positive,Allah pak rehai ata farmay
5591,Negative,3500 Mulziman Griftar 15400 Hathyar 500 KG Barood Baramad
5592,Positive,Pakistani afwaj ke leye banai gai aap ki tasweer 賭easar ul hind ko behad pazirai mili aur ye tasweer aap ne Pakistani Army ke liye teen martaba taiyar ki
5593,Negative,Kapra mota nhi hy but kisi t shirt k uper chl jae ga fashion k tor pr but advice hy mat lo
5594,Positive,17 August 1988 General Zia ul Haq ki hadsati maut kay baad munaqid honay wali 1988 kay intekhabaat mein Pakistan People s Party nay numaya kamyabi hasil ki aur 34 saal ki umar mein Benazir Bhutto Pakistan ki tareekh ki kam umar tareen Wazeer e Azam ban gayein
5595,Positive,Pyara ho gya haa
5596,Negative,Bekkar quality
5597,Positive,Hashin khan ne uss jaga ko daryaft kar liya tha jo unki aur unkey mulk ki waqar aur shohrat ki waja bani
5598,Negative,17 April 1971 ko All India Radio ne khaber nashar ki ke Mashriqi Pakistan mein azad hukumat ke qayam ka alan kar diya gaya hai
5599,Positive,Allah Rehman ap ko noor Eman sallamtiyoun rahoun per daraz zindagi k sath challi rakhay ek waldha dous ki guzaresh hea Ameen
5600,Positive,Abid Ali ko Pakistani tv screen ke golden dor ka numaindah adakar kaha jata hai
5601,Negative,kitny logon k gunah hm ne km keye hy
5602,Negative,Arsal samajhdari se chalraha hai jia bawli h
5603,Positive,Nhiiiii mujhey already loki pasand hai
5604,Negative,Bharti Cricket Board Ka Ek Bar Phir PAK Bharat Series Se Inkar
5605,Positive,Beshak allah pak meri ammi ko salamt rakhy ameen
5606,Positive,Abdul Bari uss waqt ke behtareen khelari mane jate they jinhein drop short lagane mein khasi maharet hasil thi lakin Hashim ke samne hetyar dalne pare amm khelari Abdul Bari ke drop short ka jawab dene sey qasir tha lakin Hashim ne apne pehle hi drop short ko flap ker deya
5607,Positive,Karachi CTD Ki Karwai 5 Target Killer Griftar
5608,Positive,achi product hai use kar k acha laga kam price may best hai
5609,Negative,In any other country in the world Incident like APS had happened Tht country would destroy terriosts in months But here har galti ko awam ki qurbani ka name day Dia jata Ek show piece rakha hua Kulbushan uski pooja krty hain Lol pkr Kia lea Ab qiamat tak saja k rakhna qarnama kiya boht pkr k India nay pkra hta Ab tak latka b Dia hta
5610,Negative,Surah yaseen ki ayat ha or gunahgar apny chero se pahchan liye jain gy
5611,Negative,In dono he ki shadi ho gi kinza ko said par phenky gy saryal c
5612,Positive,Rangeen mazaj pirni
5613,Positive,In sare bayanat se aik hi baat samajh mein ati hai ke Wazir e Azam Shaukat Aziziqtesadi mahir hain is leye unhon ne apne dore hukumat mein awam ko mahaz khush haali ke khuwab dekhane ki zimedari nibhai hai aur aj tak nabha rahe hain
5614,Positive,Kulsoom Qureshi
5615,Negative,Aur photoshoot walay jungle ki bhi v
5616,Positive,Allahen ka saya Hamesha Hamary sir per qaim oo daim rakhy
5617,Positive,Main hamesha se bohat dubli patli rahi hon kyun ke mere 3 bache hain aur main aik lamhe ke liye bhi kahin par tikk ke nahi bethti hon
5618,Negative,Gulistan Johar Me Rangers Ka Chapa Siyasi Jamat K Zimedar Samet 4 Afrad Giriftar
5619,Positive,PM Nawaz Sharif Ne Me TAPI Gas Pipe Line Mansoobay Ka Sang e Bunyad Rakh Diya Ko 1325 MMCFD Gas Mil Sakay Gi
5620,Negative,Firing Or Pur Tashadud Waqiat Me 74 Afrad Qatal
5621,Positive,We love you lala
5622,Negative,So sad
5623,Negative,Wo tou sbse pehle kaategi
5624,Positive,Make up ka Kamal he sab
5625,Negative,Saeedabad K Qabaristan Se 3 Din Purani 1 Shaks Ki Lash Baramad
5626,Positive,Allah aur bhi kamyab kry apko
5627,Positive,Imran kafi tez daurte hain lekin main bhi itni he tez daur sakti hon ke jitni tez Imran daurte hain
5628,Negative,Nope lowest rate hai education ka kpk mai search karlo
5629,Negative,Mn to hn Ap thehri wahi jahil
5630,Negative,In ke paas rehne ka thikana bhi na tha
5631,Negative,Hamare khandan mein weight barhne ka rujhaan hai he nahi
5632,Positive,Us ne farz shanasi ka esa muzahira kiya jis ne humein us ki azmat ka mutraf bana deya
5633,Positive,Mere bacho ke lye dua kejeye ga naik namazi ho
5634,Positive,tery bhi aa rhy hain exams
5635,Negative,Bht zyada sari lanat mere bhai
5636,Positive,Agli q Yeh bhi trophy apni hai Behsak lahore aagly saare match harr bhi gya tb bhi final lahore ka hi hai
5637,Negative,Mri nakal chor
5638,Negative,Gulshan e Iqbal Me 4 Dako Bank Se 1 Crore Loot Kar Farar
5639,Positive,Dj bht cute haai yrr Kinza phlt to Bari masoom thi
5640,Positive,Bator Qaum Riasat Dushmano Ki Har Koshish Nakam Banana Hogi Androni Beroni Anasir Ko Shikast Denge Gen Raheel
5641,Positive,23 baras ki umer mein woh Chocolate Hero ki shohrat ka maza cakh chukey they aur 28 baras ki umer mein unhein Pakistan ki pehli palatenium jubli ke kahani kar Hero aur producer hone ka ajaz mil chukka tha
5642,Positive,Yeh one day international cricket ka sab se barha infaradi score bhi tha
5643,Negative,Washroom ya Chat Leakege
5644,Positive,Aur masoomiyat bhi
5645,Positive,Patras Bokhari sahi maeyno mein aik hama geer shakhsiyat the
5646,Negative,khabees baz aa jao
5647,Negative,Dhoka ha ye site plx mat Len ink products fraud ha sarasur
5648,Positive,Agar chay kai shobah jaat mein bhetari bhi nazar aie maslan America ki taraf say Pakistan ko blake list say kharij kar diya gaya Pakistan aur Hong Kong kay darmiyan shoba e tawanaie mein duniya kay sab say baray mohaiday per dastkhat huye jis ki maliyat sarhay sath arab dollar the aur France ki taraf say atomi bigly ghar farham karnay ka wada kya gaya
5649,Negative,Me Tanha Aur Tanha Aur Tahna Hota Ja Raha Hoon
5650,Positive,khair mubarak ap ko bhi mubarak
5651,Positive,Allah ham sab ko Qabbr ki Azaab se bachay
5652,Positive,Ager Allah pak ka wali iss dour ma dekhna ho to peer raza saqib co dakh lo ma sha Allah
5653,Positive,awaam sahi mazy ly rhi
5654,Positive,Qarar daad Pakistan ki taiyd karte hue I Chundrigar ne kaha ke Qarardaad mein jo scheme pesh ki gai hai wo har zawiye se munsifana munasib aur mauzoo hai
5655,Negative,Awais Muhammadi Ye sub pakistan ke wajy se Afghanistan me taliban ke hokomat the islami nizam qaaeem tha shariyat tha jb Amrica ne Afghanistan per hamla krna tha tu sub sey pehly Mushraf yani pakistan ne rasta or airbase diye pora transit karachi sey howa shamsi airbase pakistan ne deye Pakistan ek monfiq or Amrica ke katpothly hakomat hy musharf besharaf ka ek nara tha keh sub sy pehly pakistan yani no islam in pakistan sharam ke bath hy sharam karo sharam karo pir ye choro agr Afghanistan me Amrica ke hukomat hy jo ke taliban ko shaheed krhehey islambad me kis ke hukomat hy jo keh LAL MASJID ke ulama oe qaren ko shahed kia Matlab islam muslman or Afghanistan jitnay kamzor or nuqsan howa eske y pechy Wardi hy Pakistan is a terrorist country We want no more Pakistan in this world Appeal to the UN Hahahah indians moves q dikty ho potkistani actresses indian movies mai q kam karty hy Yar tum boht bewaqoof log ho Punjabi or indians aps me koi masla nhisdonoKhush hy bs pattan gul khans ko problm hy India Afghanistan ko abad karty hy or pakistan barbad karty hy We dont want more pakistan
5656,Negative,Zulfikar Ali Bhutto ki mun zor siyasat Balochistan mein apna rasta kushada karne oar bazid thi
5657,Negative,Me tu sochti ho ye drama khatam hojayega tu hum kia dekhaga
5658,Negative,is mein Pakistani riyasat ka kitna kasoor hai
5659,Negative,yaar seriously masla hojayega
5660,Negative,Itna wah hyaat insan nh hona pak mai jitna yh sahir h
5661,Positive,pata nahi meri frnd kab asi hogi
5662,Positive,Insaf ki lathi bandoq ko zer kar chuki thi
5663,Positive,Tum kro or agla 1 ghanta bad face to face thanks krna aya ga
5664,Positive,mere pass hai already tere jaisa
5665,Negative,Me lanat bejta hn asy hukamrano par nawaz shareef or sadar par ke kia ham itn ger gy he in ko apny jan mal ziat paiary he leken kia ya qom ke bety nahe pocha jay ga in se s ka b a hukamrano daro us den se jb hesab ketab ho kia jawab do sary zindagy assho me guzar de
5666,Positive,SENTEC k Robot Maze walay competition main bhi hamari E Knights ki aik robot Metal Slug hisa le rahi thi jis per kafi arsay se hamaray aziz Hashir sahab aur Samad sahab apni team k hamrah kam kar rahay thay
5667,Negative,hum tou phans jaty hai
5668,Positive,Aunty end mei jeet gaen
5669,Positive,Sir Garry Sobers ke 365 runs ka 36 saal tak aalmi record bana raha tha Brian Lara ne 1994 mein England ke khilaaf 375 runs bana ka rise bhi torh diya phir Australian batsman Mathew Haddon ne 10 saal bad 2004 mein Zimbabwe ke khilaaf 380 runs bana kar in se yeh aezaaz cheen liya lekin Brian Lara ne sirf 6 months ke bad he aik shandar innings England ke khilaaf khel kar 400 runs bana kar dobara new record qaiym kar diya
5670,Negative,December Aur bhai bht dafa toota usi K hatho dil Bt phr b he is
5671,Negative,Guys teacher k to expression check karo zaraKarta ohhh r sath hans v raa Paglait insan
5672,Positive,khair Mubarak murshad g ALLAH aap ko ta hayeet salamat rakhey Ameen gee sums Ameen
5673,Positive,Lekin phir bhi mujhe new shoes lena bohat acha lagta hai
5674,Positive,Acha product hai mein bad mein bhi use karunga
5675,Positive,is ka jo kapra hai who mujhe pasand aaya hai aur iski qeemat bhee munasib hai meray hawale se Mujhe tou iski kaafi zaroorat parnee hai barishon kay maheenon mein aur dua hai kay ramzan ki agrmi bhee yeh bardasht karle
5676,Positive,Page astable krny ka acha way ha
5677,Negative,Adalat mein jurm sabit hone se phele unhen mushkilat ke chungal se guzarna parta jahan un ki asmat ki chadar barha tar tar hoti
5678,Negative,Tum jesi jaheel chala sakty h
5679,Negative,yeah mil gye wo mr gai
5680,Positive,Hahahha hn yrrr asa he ho ta hn har eid par
5681,Negative,Jub dekhana nahin tha tou itna bara ad laganay ki kia zaroorat thi
5682,Positive,Kafi acha helmet hi
5683,Negative,Q Yad Nahi Aya
5684,Negative,Chor ki beti
5685,Positive,Acha hei
5686,Positive,Tum Me Se Koi Us Waqat Tak Momin Nahi Hoga Jb Tk Apni Pasandidah Cheez Ko Apnay Bhai K Liye Bhi Pasand Na Karay
5687,Negative,Unhoon ne Kamaal aur Ghayas sahibaan k samne badshah salamat ki tarrefain shuru krdeen
5688,Positive,Good job
5689,Negative,5 August 1962 ko sirf 36 saal ki umer mein wo zindagi ki sari hungama khezi ko alvidah keh kar is duniya se rukhsat ho gai
5690,Negative,Is qaziye ke bare mein pochen to baat ziyadah aage nahi barhai bataya to sirf itna ke jo howa wo ghalat howa
5691,Positive,My pleasure make some video on mother love it will be gud to see from u people
5692,Positive,Ameen allah siyat da allah ham subki mushkil asan kary
5693,Positive,Alhamdulillah me kamyab aurat
5694,Positive,Unhon ne sirf marof aur aham shakhsiyat hi par qalm nahi uthaya balke Naam Dev Mali aur Noor Khan jese aam admiyon ke khake bhi likhe kyun ke Molvi Abdul Haq k na sirf phol hi mein aan nazar nahi ati wo to kante menbhi aik shan dekh kar mutasir ho jate hain
5695,Positive,Ok Hosakta h wesy mainy ek ee Suno Chanda drama dilse deka h dosre nai dekhe
5696,Negative,Koi haal nahe ha
5697,Positive,Mere murshad jesa koi nahi
5698,Positive,Beshak Allah pak Waldain ko salam rakhy Ameen
5699,Positive,Box ki halat buhat kharab thi laikan mobile is ok best camera mobile thats why Camon
5700,Negative,Lanat mici
5701,Negative,Jab naib bari choro ko pakrti hi to qala qanon ban jata hi haram khoor
5702,Negative,Is waqiye par un ki raye janni chahi to wo bole ye baat bilkul ghalat hai meri niyat mein koi kharabi nahi thi full tos leg spiner se bhi kabhi kabhar gir jata hai
5703,Positive,Mujhe bhi gane ka shauq tha magar sirf gungunane ki had tak
5704,Positive,Pakistan ki filmi sanat mein 60 aur70 ki dehayon ko baja tour par Waheed Murad ka zamana qarar diya ja sakta hai ager chay iss dour mein Santos Darpan Sudheer Eajaz Habib aur bad mein Mohammed Ali aur Nadeem ne hi apni adakari ke jouhar dekhye lakin un mein se kio actor woh dastani hasiat ikhtiyar na ker saka jo Waheed Murad ko hasil hue
5705,Positive,Murshad da dedar hy lakh karoran hajjan
5706,Positive,O y hoy itni dil ksh pic
5707,Positive,Ye tmhary wali diet
5708,Negative,Pakistani dallon ki quom dallon ki Army
5709,Negative,Karachi Tajir Ittihad Kal Hartal Karay Ga
5710,Negative,Is liye aaiyn ki roah se 2 munfaat bakhsh auhdey apne paas nahi rakh sakti
5711,Positive,Beshak
5712,Positive,Taqseem mulk se qabal he wo apni adbi hesiyat manwa chuke hai
5713,Negative,First a fall hum jahiloon par haath nahi uthata
5714,Positive,Parha likhaa aadmi hai
5715,Negative,Kya khatab g ledy type ka sahafi la k betha diya
5716,Positive,Agr yeh sadgi hai to is saadgi sy ALLAH bchaye
5717,Negative,Aise crush ko to mein khud crush kardo
5718,Positive,Isi roz Wazir e Azam Iran ke teen roza dore par gaye jahan par donon mumalik ke darmiyan mushtarka sarmaya kari corporation ke qayam ka muhaidah hoa
5719,Negative,So sad
5720,Positive,Sadqe Allah is bache ki mushkalat asan farmaye Ameen
5721,Positive,Ap maray lay deu karna
5722,Positive,Zindagi Ka Har Din Aakhri Samjho
5723,Negative,Mje lag raha aurat ne marna shuru kr daina he end par
5724,Negative,Tower K Bajai Bus Quaidbad Tk Mehdud
5725,Negative,Enough is fucking enough they are fucking making us idiot selecters he wo hain jo rishwat lay kr players pick krty sohail akhter HahahahhOr gold ctegory k 2 player unfit this is selection
5726,Positive,beta sary mast inshallah
5727,Negative,Is fasle ko unhon ne kaladam qarar de deya
5728,Negative,Abid Ali aur Humeira mein elahdgi ke bad Abid Ali ne Rabia Noreen se 2006 mein shadi ki thi
5729,Positive,Jahangir ne Squash ki dunia mein 1979 mein qadam rakah tha iss sal Australia mein hone wali world champion ship mein unko iss leay moqa deya tha ke woh chand din pahle hi beemar per jane ki waja sey mokammal tour per sehatyab nahein huey they lakin issi sal Jahangir ne 15 sal ki umerw mein World Amateur title jeet ker yeh sabit ker deya ke uski shakal mein aik tareekh saz khelari chupa hua hai aur ane wale salon mein bilkul aisa hi hua
5730,Positive,Ya Allah eman Kay sat sayhat or afiyat ata farma Aameen
5731,Positive,Behan ab tO mujhy ye real m chahiye
5732,Positive,Bharat kay saath siyachin tanazay per muzaqrat kiye aur Pakistan ko dosry martaba dolata e mushtarqa ka rukun banwanay mein kamyabi hasil ki
5733,Negative,Khàwäjā ÏŁyäs sir ji bat dil pe nahi li apni daleel di hai agar hindi bolne pe mulk se nikal diya jata hon to aap angrezi bolne waloon ko bhi nikal dain mulk se sirf itna arz kia hai
5734,Negative,ini zyda Tareef naw kar msg nae a jana
5735,Negative,oyee Irfan Drama dek raha h woh bhi Rat ko 2 bje ladkiyon ko dekNe de Dramas ye unka kam hai Tera nhii
5736,Positive,Qurbani K Janwar Ko Chand Roz Pahle Palna Afzal He Taa K Us Se Muhabat Ho Or Mehbub Janwar Ko Qurban Krne Se Sawab Ziada Milega
5737,Negative,Is mai size nai milta hai mai ne ek order lagwaya tha lekin wo nai aya balke is mai size b nai milya hai
5738,Negative,tmara sabun to waqai slow ha
5739,Positive,Es Ki Bunyad Kalma Tayyaba Par Hain
5740,Positive,Shabas bsut achi bat he or bra faida hu ga
5741,Positive,Buht allaw ha drama or bhi bhi
5742,Negative,Ent ka jawab pather se pather ka jawab ent se
5743,Negative,Altaf Hussain ka ye musbat faisla jahan unki sakhsiyat ko mazeed mustehkam kar nay ka bais bana wahein iss say ye bhi zahir hua kay Pakistan mein na rehnay kay bawajud unki baton mein katna wazan aur ahmiyat rakhti hai
5744,Positive,Ya allah aafia ke madad farma
5745,Positive,Imran bhi har din subha ki walk ke bad mere liye phool late hain
5746,Positive,Huzoor Sallallaho Alayhi Wasallam Farmate Hain
5747,Negative,Sabne bol bol k hygiene wale keere ko maar dia
5748,Positive,Wahi hona chye jo quaid muslims k lye mangtay the united india me Tb hum minority the
5749,Negative,Haan waqaii imran Khan Ghlt krta Hai nikah kr k usy chaye Shahbaz Shareef ki trhan na jaiz bachy peda kry or wo ortain bhaly in patwariyon k ghr ki hi q na hon lanat Hai nikah ko Ghlt kehny walon per
5750,Negative,dfa kr dihaan sy perh dost likha hy wo hamara dost ni hy
5751,Positive,A1 Pic hi good Jani
5752,Positive,Parhne ke bhi uqat the aur likhne ke bhi un ki adat thi ke wo mazmon ko aik hi nashist mein pora lekhte
5753,Negative,Ya Allah tabahi say bachaa humko jo PTI kay anye say aye gi mulak main
5754,Negative,Jhoot
5755,Positive,Akhbarat risale aur tarikh par unki gehri nigah thi
5756,Positive,Lehazah tawaqa hai ke teams ke mabeen zabardast marka aarai ho gi
5757,Positive,Beshak
5758,Negative,Is qadar thurki aur budshakal pthan dikhany py kisi pthaan ny suno chunda ki team ki thukai kr dyni hy tum single pasli karachi walon ko minton main torh punh ky rakh dain gy
5759,Positive,Pakistan mein sab kuch ha sirf ruler thek ho jaye tu
5760,Negative,Zarori tha ke koi jawan banker tak pohanch kar ese nazdik se tabah kare
5761,Positive,Mida Bi aur Tamam zary Bund hony chahy srif aman
5762,Negative,Ab Karachi Me Qatal o Gharat Hoga Security Forces Per Hamlay Hon Gay Ab Faisla Sarkon Per Hoga MQM Pachtaye Gi Sheikh Rasheed
5763,Negative,Jhot ka palanda suna k 10 sy 12 min khari hui hn or camera ki ankh ny 10 sy 12 logon ko shot Kya yeh harkat krty huay
5764,Negative,BC talent koot koot k bhara hai Pakistan me
5765,Negative,DobarahDubai gayein to mulk kay andar General Parvez Musharraf nay 3 November ko emergency nafiz kar di
5766,Negative,tere munh mein apna hont dal don veqry naic
5767,Negative,Sheher K Kayi Elaaqo Me Bad Tareen Load Shedding Jaari Shehri Sarapa Ehtijaj
